Row ID,Category,Element Type,Content/Text,Module,Current Heading,Book Page,PDF Page,Source Line ID,Source Span ID,Confidence,Font/Size,Author String,Year,Label,Notes
M007474,Typography,Italic,2012,MODULE 3,REFERENCES,206,221,P221-L044,P221-L044-S02,0.82,TimesLTStd-Italic / 8.0,,,,
M007475,Typography,Italic,Broadening Our Horizons: Qantas Annual Report,MODULE 3,REFERENCES,206,221,P221-L044,P221-L044-S04,0.82,TimesLTStd-Italic / 8.0,,,,
M007476,Typography,Italic,2014,MODULE 3,REFERENCES,206,221,P221-L046,P221-L046-S02,0.82,TimesLTStd-Italic / 8.0,,,,
M007477,Typography,Italic,Shaping our Future: Qantas Annual Report 2014,MODULE 3,REFERENCES,206,221,P221-L046,P221-L046-S04,0.82,TimesLTStd-Italic / 8.0,,,,
M007478,Typography,Italic,The Fifth Discipline,MODULE 3,REFERENCES,206,221,P221-L048,P221-L048-S02,0.82,TimesLTStd-Italic / 8.0,,,,
M007479,Typography,Italic,Competence at Work: Models for Superior Performance,MODULE 3,REFERENCES,206,221,P221-L049,P221-L049-S02,0.82,TimesLTStd-Italic / 8.0,,,,
M007480,Typography,Italic,"Harvard Business Review,",MODULE 3,REFERENCES,206,221,P221-L050,P221-L050-S02,0.82,TimesLTStd-Italic / 8.0,,,,
M007481,Typography,Italic,European Management Journal,MODULE 3,REFERENCES,206,221,P221-L053,P221-L053-S01,0.82,TimesLTStd-Italic / 8.0,,,,
M007482,Typography,Italic,Management Decision,MODULE 3,REFERENCES,206,221,P221-L054,P221-L054-S02,0.82,TimesLTStd-Italic / 8.0,,,,
M007483,Typography,Italic,Boston Consulting Group,MODULE 3,OPTIONAL READING,206,221,P221-L057,P221-L057-S02,0.82,TimesLTStd-Italic / 8.0,,,,
M007484,Typography,Italic,Harvard,MODULE 3,OPTIONAL READING,206,221,P221-L059,P221-L059-S02,0.82,TimesLTStd-Italic / 8.0,,,,
M007485,Typography,Italic,Business Review,MODULE 3,OPTIONAL READING,206,221,P221-L060,P221-L060-S01,0.82,TimesLTStd-Italic / 8.0,,,,
M007486,Typography,Italic,SA Institute,MODULE 3,OPTIONAL READING,206,221,P221-L061,P221-L061-S02,0.82,TimesLTStd-Italic / 8.0,,,,
M007487,Typography,Italic,Harvard Business Review,MODULE 3,OPTIONAL READING,206,221,P221-L063,P221-L063-S02,0.82,TimesLTStd-Italic / 8.0,,,,
M007488,Typography,Italic,The Discipline of Market Leaders,MODULE 3,OPTIONAL READING,206,221,P221-L065,P221-L065-S02,0.82,TimesLTStd-Italic / 8.0,,,,
M007489,Typography,Bold,LEARNING OBJECTIVES,MODULE 4,MARKET DEVELOPMENT,,222,P222-L004,P222-L004-S01,0.82,HelveticaNeueLTStd-Hv / 8.5,,,,
M007490,Typography,Bold,"After completing this module, you should be able to:",MODULE 4,LEARNING OBJECTIVES,,222,P222-L005,P222-L005-S01,0.82,HelveticaNeueLTStd-Md / 8.5,,,,
M007491,Typography,Bold,4.1,MODULE 4,"After completing this module, you should be able to:",,222,P222-L006,P222-L006-S01,0.82,HelveticaNeueLTStd-Hv / 8.5,,,,
M007492,Typography,Bold,4.2,MODULE 4,"After completing this module, you should be able to:",,222,P222-L007,P222-L007-S01,0.82,HelveticaNeueLTStd-Hv / 8.5,,,,
M007493,Typography,Bold,4.3,MODULE 4,"After completing this module, you should be able to:",,222,P222-L009,P222-L009-S01,0.82,HelveticaNeueLTStd-Hv / 8.5,,,,
M007494,Typography,Bold,ASSUMED KNOWLEDGE,MODULE 4,"After completing this module, you should be able to:",,222,P222-L011,P222-L011-S01,0.82,HelveticaNeueLTStd-Hv / 8.5,,,,
M007495,Typography,Bold,"It is assumed that, before commencing your study in this module, you are able to:",MODULE 4,ASSUMED KNOWLEDGE,,222,P222-L012,P222-L012-S01,0.82,HelveticaNeueLTStd-Md / 8.5,,,,
M007496,Typography,Bold,FIGURE 4.1,MODULE 4,PREVIEW,208,223,P223-L006,P223-L006-S01,0.82,HelveticaNeueLTStd-Hv / 8.0,,,,
M007497,Typography,Bold,(Module 1),MODULE 4,PREVIEW,208,223,P223-L009,P223-L009-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007498,Typography,Bold,(Module 2),MODULE 4,(Module 1),208,223,P223-L013,P223-L013-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007499,Typography,Bold,(Module 3),MODULE 4,(Module 4),208,223,P223-L017,P223-L017-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007500,Typography,Bold,(Module 7),MODULE 4,(Module 3),208,223,P223-L019,P223-L019-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007501,Typography,Bold,Deﬁning the future state: Where do we want to go?,MODULE 4,(Module 7),208,223,P223-L025,P223-L025-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007502,Typography,Bold,(Module 4),MODULE 4,(Module 6),208,223,P223-L028,P223-L028-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007503,Typography,Bold,(Module 5),MODULE 4,(Module 2),208,223,P223-L031,P223-L031-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007504,Typography,Bold,(Module 6),MODULE 4,(Module 5),208,223,P223-L034,P223-L034-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007505,Typography,Bold & Italic,Source:,MODULE 4,Deﬁning the future state: Where do we want to go?,208,223,P223-L035,P223-L035-S01,0.82,TimesLTStd-BoldItalic / 8.0,,,,
M007506,Typography,Bold,"THE ROLE OF THE CPA IN NEW PRODUCT, SERVICE AND",MODULE 4,Deﬁning the future state: Where do we want to go?,208,223,P223-L053,P223-L053-S01,0.82,HelveticaNeueLTStd-Bd / 14.0,,,,
M007507,Typography,Bold,MARKET DEVELOPMENT,MODULE 4,"THE ROLE OF THE CPA IN NEW PRODUCT, SERVICE AND",208,223,P223-L054,P223-L054-S01,0.82,HelveticaNeueLTStd-Bd / 14.0,,,,
M007508,Typography,Bold,Innovation,MODULE 4,4.1 INNOVATION,209,224,P224-L037,P224-L037-S01,0.82,TimesLTStd-Bold / 10.0,,,,
M007509,Typography,Bold,TECHNOLOGY INSIGHT 4.1,MODULE 4,4.1 INNOVATION,210,225,P225-L001,P225-L001-S01,0.82,HelveticaNeueLTStd-Hv / 8.0,,,,
M007510,Typography,Bold,Strategic and Organisational Success Factors for Innovation,MODULE 4,TECHNOLOGY INSIGHT 4.1,210,225,P225-L002,P225-L002-S01,0.82,HelveticaNeueLTStd-Hv / 11.0,,,,
M007511,Typography,Italic,Aspire.,MODULE 4,Strategic and Organisational Success Factors for Innovation,210,225,P225-L006,P225-L006-S02,0.82,HelveticaNeueLTStd-It / 8.5,,,,
M007512,Typography,Italic,Choose.,MODULE 4,Strategic and Organisational Success Factors for Innovation,210,225,P225-L008,P225-L008-S02,0.82,HelveticaNeueLTStd-It / 8.5,,,,
M007513,Typography,Italic,Discover.,MODULE 4,Strategic and Organisational Success Factors for Innovation,210,225,P225-L010,P225-L010-S02,0.82,HelveticaNeueLTStd-It / 8.5,,,,
M007514,Typography,Italic,Evolve.,MODULE 4,Strategic and Organisational Success Factors for Innovation,210,225,P225-L012,P225-L012-S02,0.82,HelveticaNeueLTStd-It / 8.5,,,,
M007515,Typography,Italic,Accelerate.,MODULE 4,Strategic and Organisational Success Factors for Innovation,210,225,P225-L013,P225-L013-S02,0.82,HelveticaNeueLTStd-It / 8.5,,,,
M007516,Typography,Italic,Scale.,MODULE 4,Strategic and Organisational Success Factors for Innovation,210,225,P225-L014,P225-L014-S02,0.82,HelveticaNeueLTStd-It / 8.5,,,,
M007517,Typography,Italic,Extend.,MODULE 4,Strategic and Organisational Success Factors for Innovation,210,225,P225-L016,P225-L016-S02,0.82,HelveticaNeueLTStd-It / 8.5,,,,
M007518,Typography,Italic,Mobilise.,MODULE 4,Strategic and Organisational Success Factors for Innovation,210,225,P225-L017,P225-L017-S02,0.82,HelveticaNeueLTStd-It / 8.5,,,,
M007519,Typography,Bold & Italic,Source:,MODULE 4,Strategic and Organisational Success Factors for Innovation,210,225,P225-L019,P225-L019-S01,0.82,TimesLTStd-BoldItalic / 8.0,,,,
M007520,Typography,Italic,McKinsey Quarterly,MODULE 4,Strategic and Organisational Success Factors for Innovation,210,225,P225-L019,P225-L019-S03,0.82,TimesLTStd-Italic / 8.0,,,,
M007521,Typography,Bold,INNOVATION IN BUSINESS,MODULE 4,Strategic and Organisational Success Factors for Innovation,210,225,P225-L021,P225-L021-S01,0.82,HelveticaNeueLTStd-Bd / 14.0,,,,
M007522,Typography,Bold,TABLE 4.1,MODULE 4,INNOVATION IN BUSINESS,210,225,P225-L027,P225-L027-S01,0.82,HelveticaNeueLTStd-Hv / 8.0,,,,
M007523,Typography,Bold,Innovation groups and the 10 types of innovation,MODULE 4,INNOVATION IN BUSINESS,210,225,P225-L028,P225-L028-S01,0.82,HelveticaNeueLTStd-Hv / 8.0,,,,
M007524,Typography,Bold,Innovation group,MODULE 4,Innovation groups and the 10 types of innovation,210,225,P225-L029,P225-L029-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007525,Typography,Bold,Description,MODULE 4,Innovation group,210,225,P225-L030,P225-L030-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007526,Typography,Bold,Innovation areas,MODULE 4,Description,210,225,P225-L031,P225-L031-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007527,Typography,Bold & Italic,Source:,MODULE 4,Innovation areas,210,225,P225-L052,P225-L052-S01,0.82,TimesLTStd-BoldItalic / 8.0,,,,
M007528,Typography,Italic,Ten Types of Innovation,MODULE 4,Innovation areas,210,225,P225-L052,P225-L052-S03,0.82,TimesLTStd-Italic / 8.0,,,,
M007529,Typography,Bold,EXAMPLE 4.1,MODULE 4,Innovation areas,210,225,P225-L055,P225-L055-S01,0.82,HelveticaNeueLTStd-Hv / 8.0,,,,
M007530,Typography,Bold,Innovation — Zara’s Focus on People Before Product,MODULE 4,EXAMPLE 4.1,210,225,P225-L056,P225-L056-S01,0.82,HelveticaNeueLTStd-Hv / 11.0,,,,
M007531,Typography,Bold,Experience — Zara Makes Customer Experience King,MODULE 4,Innovation — Zara’s Focus on People Before Product,211,226,P226-L006,P226-L006-S01,0.82,HelveticaNeueLTStd-Hv / 8.5,,,,
M007532,Typography,Bold,Exchange — Zara Exchanges with Customers for Value,MODULE 4,Experience — Zara Makes Customer Experience King,211,226,P226-L018,P226-L018-S01,0.82,HelveticaNeueLTStd-Hv / 8.5,,,,
M007533,Typography,Bold,Evangelism — Zara Creates Brand Evangelists,MODULE 4,Exchange — Zara Exchanges with Customers for Value,211,226,P226-L033,P226-L033-S01,0.82,HelveticaNeueLTStd-Hv / 8.5,,,,
M007534,Typography,Bold,Every Place — Zara is Every Place the Customer Needs It to Be,MODULE 4,Evangelism — Zara Creates Brand Evangelists,211,226,P226-L046,P226-L046-S01,0.82,HelveticaNeueLTStd-Hv / 8.5,,,,
M007535,Typography,Bold,Zara is all about the Customer,MODULE 4,Every Place — Zara is Every Place the Customer Needs It to Be,212,227,P227-L001,P227-L001-S01,0.82,HelveticaNeueLTStd-Hv / 8.5,,,,
M007536,Typography,Bold & Italic,Source:,MODULE 4,Zara is all about the Customer,212,227,P227-L018,P227-L018-S01,0.82,TimesLTStd-BoldItalic / 8.0,,,,
M007537,Typography,Italic,"Forbes,",MODULE 4,Zara is all about the Customer,212,227,P227-L019,P227-L019-S01,0.82,TimesLTStd-Italic / 8.0,,,,
M007538,Typography,Bold,TABLE 4.2,MODULE 4,Zara is all about the Customer,212,227,P227-L024,P227-L024-S01,0.82,HelveticaNeueLTStd-Hv / 8.0,,,,
M007539,Typography,Bold,How Zara is applying the 10 types of innovation,MODULE 4,Zara is all about the Customer,212,227,P227-L025,P227-L025-S01,0.82,HelveticaNeueLTStd-Hv / 8.0,,,,
M007540,Typography,Bold,Innovation group,MODULE 4,How Zara is applying the 10 types of innovation,212,227,P227-L026,P227-L026-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007541,Typography,Bold,and area,MODULE 4,Innovation group,212,227,P227-L027,P227-L027-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007542,Typography,Bold,What Zara is doing,MODULE 4,and area,212,227,P227-L028,P227-L028-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007543,Typography,Bold & Italic,Source:,MODULE 4,What Zara is doing,212,227,P227-L056,P227-L056-S01,0.82,TimesLTStd-BoldItalic / 8.0,,,,
M007544,Typography,Bold,TECHNOLOGY INSIGHT 4.2,MODULE 4,again in module 7.,213,228,P228-L003,P228-L003-S01,0.82,HelveticaNeueLTStd-Hv / 8.0,,,,
M007545,Typography,Bold,Digital Innovation — Platforms and E-commerce Business Models,MODULE 4,TECHNOLOGY INSIGHT 4.2,213,228,P228-L004,P228-L004-S01,0.82,HelveticaNeueLTStd-Hv / 11.0,,,,
M007546,Typography,Bold & Italic,Source:,MODULE 4,Digital Innovation — Platforms and E-commerce Business Models,213,228,P228-L031,P228-L031-S01,0.82,TimesLTStd-BoldItalic / 8.0,,,,
M007547,Typography,Italic,Contemporary Strategy Analysis: Text and Cases,MODULE 4,Digital Innovation — Platforms and E-commerce Business Models,213,228,P228-L031,P228-L031-S03,0.82,TimesLTStd-Italic / 8.0,,,,
M007548,Typography,Bold,FOCUSING INNOVATION EFFORT,MODULE 4,Digital Innovation — Platforms and E-commerce Business Models,213,228,P228-L032,P228-L032-S01,0.82,HelveticaNeueLTStd-Bd / 14.0,,,,
M007549,Typography,Bold,extended SWOT analysis,MODULE 4,FOCUSING INNOVATION EFFORT,213,228,P228-L041,P228-L041-S02,0.82,TimesLTStd-Bold / 10.0,,,,
M007550,Typography,Bold,TABLE 4.3,MODULE 4,FOCUSING INNOVATION EFFORT,213,228,P228-L043,P228-L043-S01,0.82,HelveticaNeueLTStd-Hv / 8.0,,,,
M007551,Typography,Bold,Extending the SWOT analysis to develop options,MODULE 4,FOCUSING INNOVATION EFFORT,213,228,P228-L044,P228-L044-S01,0.82,HelveticaNeueLTStd-Hv / 8.0,,,,
M007552,Typography,Bold,Strengths — S,MODULE 4,Extending the SWOT analysis to develop options,213,228,P228-L045,P228-L045-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007553,Typography,Bold,List strengths here.,MODULE 4,Weaknesses — W,213,228,P228-L046,P228-L046-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007554,Typography,Bold,Weaknesses — W,MODULE 4,Strengths — S,213,228,P228-L047,P228-L047-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007555,Typography,Bold,List weaknesses here.,MODULE 4,Weaknesses — W,213,228,P228-L048,P228-L048-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007556,Typography,Bold,Opportunities — O,MODULE 4,Weaknesses — W,213,228,P228-L049,P228-L049-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007557,Typography,Bold,Strength/opportunity options,MODULE 4,Opportunities — O,213,228,P228-L051,P228-L051-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007558,Typography,Bold,Weakness/opportunity options,MODULE 4,Strength/opportunity options,213,228,P228-L054,P228-L054-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007559,Typography,Bold,Threats — T,MODULE 4,Weakness/opportunity options,213,228,P228-L057,P228-L057-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007560,Typography,Bold,Strength/threat options,MODULE 4,Threats — T,213,228,P228-L059,P228-L059-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007561,Typography,Bold,Weakness/threat options,MODULE 4,Strength/threat options,213,228,P228-L061,P228-L061-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007562,Typography,Bold & Italic,Source:,MODULE 4,Weakness/threat options,213,228,P228-L065,P228-L065-S01,0.82,TimesLTStd-BoldItalic / 8.0,,,,
M007563,Typography,Bold,KEY POINTS,MODULE 4,Weakness/threat options,214,229,P229-L014,P229-L014-S01,0.82,HelveticaNeueLTStd-Hv / 8.0,,,,
M007564,Typography,Bold,4.1,MODULE 4,KEY POINTS,214,229,P229-L015,P229-L015-S01,0.82,HelveticaNeueLTStd-Hv / 8.5,,,,
M007565,Typography,Bold,"Select the key concepts, factors and frameworks to develop products, services and",MODULE 4,KEY POINTS,214,229,P229-L015,P229-L015-S02,0.82,HelveticaNeueLTStd-Bd / 8.5,,,,
M007566,Typography,Bold,markets.,MODULE 4,"4.1Select the key concepts, factors and frameworks to develop products, services and",214,229,P229-L016,P229-L016-S01,0.82,HelveticaNeueLTStd-Bd / 8.5,,,,
M007567,Typography,Bold,4.2,MODULE 4,"4.1Select the key concepts, factors and frameworks to develop products, services and",214,229,P229-L020,P229-L020-S01,0.82,HelveticaNeueLTStd-Hv / 8.5,,,,
M007568,Typography,Bold,"Evaluate a range of issues, factors and strategic options relating to development of new",MODULE 4,"4.1Select the key concepts, factors and frameworks to develop products, services and",214,229,P229-L020,P229-L020-S02,0.82,HelveticaNeueLTStd-Bd / 8.5,,,,
M007569,Typography,Bold,"products, services and markets.",MODULE 4,"4.1Select the key concepts, factors and frameworks to develop products, services and",214,229,P229-L021,P229-L021-S01,0.82,HelveticaNeueLTStd-Bd / 8.5,,,,
M007570,Typography,Bold,4.3,MODULE 4,"4.1Select the key concepts, factors and frameworks to develop products, services and",214,229,P229-L027,P229-L027-S01,0.82,HelveticaNeueLTStd-Hv / 8.5,,,,
M007571,Typography,Bold,"Appraise how the roles of management and leadership drive the development of products,",MODULE 4,"4.1Select the key concepts, factors and frameworks to develop products, services and",214,229,P229-L027,P229-L027-S02,0.82,HelveticaNeueLTStd-Bd / 8.5,,,,
M007572,Typography,Bold,services and markets.,MODULE 4,"4.3Appraise how the roles of management and leadership drive the development of products,",214,229,P229-L028,P229-L028-S01,0.82,HelveticaNeueLTStd-Bd / 8.5,,,,
M007573,Typography,Bold,Ansoff product/market matrix,MODULE 4,MARKET DEVELOPMENT,214,229,P229-L038,P229-L038-S02,0.82,TimesLTStd-Bold / 10.0,,,,
M007574,Typography,Italic,Market penetration,MODULE 4,MARKET DEVELOPMENT,214,229,P229-L044,P229-L044-S02,0.82,TimesLTStd-Italic / 10.0,,,,
M007575,Typography,Italic,Product development,MODULE 4,MARKET DEVELOPMENT,214,229,P229-L046,P229-L046-S02,0.82,TimesLTStd-Italic / 10.0,,,,
M007576,Typography,Italic,Market development,MODULE 4,MARKET DEVELOPMENT,214,229,P229-L048,P229-L048-S02,0.82,TimesLTStd-Italic / 10.0,,,,
M007577,Typography,Italic,Diversification,MODULE 4,MARKET DEVELOPMENT,214,229,P229-L050,P229-L050-S02,0.82,TimesLTStd-Italic / 10.0,,,,
M007578,Typography,Bold,New product development,MODULE 4,MARKET DEVELOPMENT,215,230,P230-L001,P230-L001-S01,0.82,TimesLTStd-Bold / 10.0,,,,
M007579,Typography,Bold,new product,MODULE 4,New product developmentis:,215,230,P230-L005,P230-L005-S02,0.82,TimesLTStd-Bold / 10.0,,,,
M007580,Typography,Bold,New service development,MODULE 4,Anew productis generally defined as:,215,230,P230-L008,P230-L008-S01,0.82,TimesLTStd-Bold / 10.0,,,,
M007581,Typography,Bold,New market development,MODULE 4,New service developmentis the outcome of design that:,215,230,P230-L011,P230-L011-S01,0.82,TimesLTStd-Bold / 10.0,,,,
M007582,Typography,Bold,Market penetration,MODULE 4,New service developmentis the outcome of design that:,215,230,P230-L013,P230-L013-S01,0.82,TimesLTStd-Bold / 10.0,,,,
M007583,Typography,Bold,Diversification,MODULE 4,New service developmentis the outcome of design that:,215,230,P230-L017,P230-L017-S01,0.82,TimesLTStd-Bold / 10.0,,,,
M007584,Typography,Bold,TABLE 4.4,MODULE 4,New service developmentis the outcome of design that:,216,231,P231-L006,P231-L006-S01,0.82,HelveticaNeueLTStd-Hv / 8.0,,,,
M007585,Typography,Bold,Reasons an organisation may divest,MODULE 4,New service developmentis the outcome of design that:,216,231,P231-L007,P231-L007-S01,0.82,HelveticaNeueLTStd-Hv / 8.0,,,,
M007586,Typography,Bold,Cause,MODULE 4,Reasons an organisation may divest,216,231,P231-L008,P231-L008-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007587,Typography,Bold,Examples,MODULE 4,Cause,216,231,P231-L009,P231-L009-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007588,Typography,Bold & Italic,Source:,MODULE 4,Examples,216,231,P231-L026,P231-L026-S01,0.82,TimesLTStd-BoldItalic / 8.0,,,,
M007589,Typography,Bold,THE ANSOFF PRODUCT/MARKET MATRIX,MODULE 4,Examples,216,231,P231-L032,P231-L032-S01,0.82,HelveticaNeueLTStd-Bd / 14.0,,,,
M007590,Typography,Bold,FIGURE 4.2,MODULE 4,THE ANSOFF PRODUCT/MARKET MATRIX,216,231,P231-L038,P231-L038-S01,0.82,HelveticaNeueLTStd-Hv / 8.0,,,,
M007591,Typography,Bold,Products,MODULE 4,THE ANSOFF PRODUCT/MARKET MATRIX,216,231,P231-L040,P231-L040-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007592,Typography,Bold,Existing products,MODULE 4,Ansoff matrix,216,231,P231-L041,P231-L041-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
M007593,Typography,Bold,New products,MODULE 4,Existing products,216,231,P231-L042,P231-L042-S01,0.82,HelveticaNeueLTStd-Bd / 8.0,,,,
